Accession,C_OEI06441,C_OEI06445,C_OEI06449,C_OEI06455,C_OEI06461,C_OEI06465,C_OEI06469,C_OEI06473,C_OEI06477,C_OEI06483,C_OEI06487,C_OEI06491,C_OEI06495,C_OEI06499,C_OEI06506,C_OEI06510,C_OEI06520,C_OEI06526,C_OEI06530,HCC_OEI06439,HCC_OEI06443,HCC_OEI06447,HCC_OEI06453,HCC_OEI06459,HCC_OEI06463,HCC_OEI06467,HCC_OEI06471,HCC_OEI06475,HCC_OEI06481,HCC_OEI06485,HCC_OEI06489,HCC_OEI06493,HCC_OEI06497,HCC_OEI06504,HCC_OEI06508,HCC_OEI06518,HCC_OEI06522,HCC_OEI06528
Q9BYE9,1355.790202,3966.323702,1030.914333,329.9175673,1659.814383,936.9676297,3171.811232,5259.001144,3242.485559,5806.073541,2231.696789,4616.837493,1375.776771,2845.823707,1662.129716,5726.957586,6211.914586,951.879229,3713.991786,1853.399064,8649.61756,12372.42506,8206.043405,4440.872893,10504.8203,4152.807807,5549.915381,5655.307916,3228.520882,2191.175888,2877.969307,4513.898201,5394.979209,1013.894875,0,295.734243,0,9081.576483
P40855,4935.186401,4659.111888,1202.961001,1170.793964,3531.435096,4569.971867,3762.617959,11444.91549,3635.58347,7748.504216,1440.527602,2142.099003,4516.336172,8042.90508,1549.598115,4924.289328,3689.737108,1004.93807,5959.786162,7435.805931,7324.949965,9696.233482,20776.60185,5322.034535,887.0926502,7175.505196,4140.337047,2257.655225,8219.997485,11525.47039,1064.582464,4072.473199,6018.820229,4612.620847,954.2222342,2232.153299,5565.487578,4684.437672
O43617,2380.895905,3321.098788,3115.864363,1662.150102,1859.649911,1245.78547,1945.185699,1339.933871,501.7992439,3446.366703,2481.294644,4035.338879,2249.414407,3693.877217,2443.108504,1389.923387,1751.653267,856.4175835,2847.598312,6680.051157,4061.894256,10931.40574,3248.903136,3914.969056,2640.812887,1644.580154,2440.97587,2189.292867,1058.289777,2455.707814,2122.990503,2005.055891,3522.65189,2814.809151,1074.087414,3113.17115,1628.141216,1261.116232
O00273,4374.600263,3125.224,1158.251791,709.0343289,701.4350204,3797.473348,2529.568569,5414.477517,2208.790349,2319.062958,2541.535924,1892.497779,2579.804231,5116.788356,878.6174049,5425.064671,2200.097311,1743.828604,1995.914144,5829.685282,6001.160678,7253.609789,6250.895057,941.9109802,3656.689081,3474.974786,3591.326836,650.0046642,5311.422803,3063.051453,2132.703601,5002.970853,915.3731384,2608.524704,1021.421844,3628.586136,1806.038177,9201.513416
Q15404,295101.2512,128103.2366,61151.0629,37857.63611,54034.56396,182066.7162,70824.05389,146909.3704,87577.90644,179965.4476,77794.94752,75934.91375,81056.7082,126089.3002,41942.35192,82101.11185,71943.79282,36536.09449,69207.04583,116315.3415,84588.33132,391214.0638,177734.5041,87594.85381,110346.8817,74567.28442,66398.72948,69789.07698,57085.30694,48119.1149,60332.96077,113085.1827,101595.5805,56312.11843,28552.89135,206293.1338,55516.47996,76621.72465
Q5HYK3,55459.12849,51784.72406,12062.05422,9207.539514,21320.20212,35875.56177,11409.98388,45430.11618,34800.03073,75335.11225,15529.82896,37976.14443,37232.03934,32777.67805,14949.31332,47520.17636,28805.23643,17666.03108,26548.08168,50688.59609,67707.78455,54752.62871,52988.95932,49001.33977,19444.55393,41602.53805,43305.72086,19444.86469,57716.72249,22005.61442,17362.8133,21607.77937,29841.95936,11802.42636,6218.521214,50112.08374,15157.97917,10006.28504
Q8NBS9,194939.5711,163779.1488,68274.36193,53568.94116,93453.99077,147944.9218,67707.11958,278961.9139,74823.08666,431815.5914,137234.7879,96365.10755,197698.6108,235334.5615,80985.38203,155722.8428,189283.0558,72614.14511,182508.8949,224041.0101,295279.5987,609520.6988,664047.3387,136516.105,134282.9389,141634.1334,186221.8497,75156.67998,170317.559,200845.4162,99948.58418,359994.1908,200536.3957,203883.214,19585.27256,112258.9968,91249.67651,81221.05666
P49589,11066.37423,16731.19146,6840.834138,2796.19429,6592.96393,8321.268744,9906.625376,25161.57855,9383.201873,26022.61826,7532.91341,13146.66759,10297.68212,17871.28384,4356.996882,8823.68974,7812.686105,3712.04604,14856.05982,22388.40611,10565.39273,12662.05767,17060.77411,6437.92652,21615.63537,7074.369534,11050.68154,11799.88471,4369.677129,13567.43519,6114.185627,7373.354456,17857.19684,6137.352146,2146.722282,8143.058594,9423.076152,15094.47782
Q5BKZ1,5209.014114,3001.874756,1171.12439,860.3786459,1298.496033,2047.502139,0,2102.295625,1663.440475,0,1132.244049,0,1442.979797,0,0,2044.341064,1188.75316,901.2726288,627.3118894,8370.030161,1074.036713,672.2996024,647.6882995,2675.814588,767.9188232,656.9975686,3313.297729,0,0,1213.474982,4123.780255,217.0993247,494.039566,1373.112423,990.1984108,717.0623792,545.368927,1434.164916
Q14894,84540.68106,80021.8072,78169.11134,23970.11932,96064.43179,64313.50257,38148.8076,54597.84841,81711.83285,86977.19591,61884.00138,47790.22854,43554.90445,64613.3619,46214.07198,105138.617,115253.8433,53247.66863,51249.08717,112757.8239,133097.3127,44597.19978,379217.9364,142861.9197,157611.0492,52172.68617,224828.4773,64694.96226,12178.39036,71900.78342,19628.52599,33426.3813,63878.61786,19955.93233,35629.7859,22174.07627,71370.89999,40027.63879
Q96HR9,17117.16105,131826.0887,79227.02743,16730.25308,3920.263312,4853.427641,62990.80497,8501.005622,6824.140856,114832.8725,111625.5456,77998.21837,67532.18055,97286.6471,44494.6528,16793.62554,69518.93292,28336.0071,32747.04867,36716.64544,106201.2428,62778.66424,85614.73562,133545.2903,44819.09865,1434.166136,103099.5748,106028.1833,17366.54337,92994.49016,2791.84221,183.0368389,71668.31781,58897.62114,7121.77616,32690.71517,39538.33012,2146.397775
P60900,258444.3785,231180.4415,154996.5346,87243.52731,175193.5907,171267.9842,155442.3141,213075.7701,133669.2602,315774.954,133664.0345,173699.5738,203022.4524,192347.6365,110430.5244,230910.3126,172345.0979,98212.93001,176417.9501,221269.1111,214478.8691,396520.5003,398317.4505,201309.0367,125997.3997,176403.9229,237597.9492,124825.2843,146341.1506,271302.7724,114192.0483,222092.6685,237465.3361,112956.2359,80531.82625,111426.7972,108085.4608,236235.5589
Q96EM0,4395.720358,3274.123476,1985.007737,222.0564253,1116.921834,1701.709686,2670.179038,687.7738495,752.3132629,1749.76322,0,1877.016969,0,2557.237808,1415.023939,793.1780498,992.8730015,742.7897455,652.4146101,3417.494485,5517.713706,400.1089959,10478.02087,1472.446198,4195.890149,2054.12371,206.8066025,2238.377496,648.5611691,0,0,1344.156616,501.1968689,507.2169365,440.162365,794.7173615,0,292.3795546
P04264,524852.9052,642396.6471,493429.5905,325185.6972,367299.9907,1364529.597,392044.5774,642598.1416,588024.9676,660417.3934,581528.3178,473412.3133,242229.7153,769131.2699,238307.578,659383.5691,1146425.888,371596.3488,324716.7369,2973415.289,1059749.719,1240342.261,601991.7205,572536.2727,1359151.609,418017.6053,473838.0803,572447.3403,1216188.391,1109481.721,356571.9785,655308.4997,634273.0805,296739.2111,247616.6486,602678.8327,466527.0824,459102.3726
P35218,18846.90947,6228.258172,9030.939793,1450.256549,2349.298049,10047.10363,2903.357523,3483.993005,4622.767067,4534.887344,5085.937464,13947.27263,2252.205866,2828.820214,1043.867665,10430.3517,2720.98523,2966.214292,3921.563694,2077.254547,21725.72623,4243.973751,10239.29133,2882.94348,57323.90751,7501.403291,4759.634429,1785.7791,21407.42432,1058.138015,4046.404465,1430.286636,2089.359909,674.6303234,11167.48811,878.269574,2086.980249,1225.896768
Q9H479,24856.0365,25512.19905,20124.60702,10420.98828,11344.3223,20407.33204,15414.85104,16334.90144,14119.49276,24241.17322,19004.01866,22009.81462,17239.16558,19803.40367,8999.893578,29095.51137,23053.47177,13651.25819,15756.0339,28372.03207,24616.7358,68208.17253,89569.56295,28571.83747,15050.77301,14311.57287,18378.53895,10939.06475,3348.027569,9329.166511,13651.75421,12089.06109,18603.67682,8800.731203,10643.90037,15261.24745,45874.426,25039.95477
Q86UE4,161694.9385,240701.3197,72013.66752,38092.85048,68658.4914,97826.94275,133870.2699,187315.2366,63941.44457,113577.4255,116949.7116,56389.01707,152471.769,159571.01,58376.51116,38738.14924,63580.21851,46458.67635,71804.04274,199919.8897,668731.7647,442963.4521,129117.4374,37361.43388,152755.4849,331411.3034,109582.436,287151.9944,46403.0343,35949.11,188385.1192,289673.7975,50384.28205,314028.307,46584.20129,40988.48916,35478.48847,64183.68531
Q12882,29490.23476,104761.2178,30811.25451,14957.49007,28668.94115,34096.44124,42055.93243,46181.30366,22069.14679,100118.0663,60460.35483,124062.4903,73635.61301,114582.0758,44126.687,67286.46754,66717.15356,31112.95882,51093.13412,47810.51119,45287.81445,193983.5927,82167.48791,37246.75397,21793.40164,40896.46642,84361.52971,48186.55331,29163.43815,156735.4121,68263.38512,39294.715,115535.4844,47502.80371,14928.21179,42088.22646,27750.29506,35742.9562
P18669,729894.5675,642819.7234,145388.6239,103193.5178,375779.3478,720617.849,323720.169,979343.4056,832710.4546,1729843.218,396378.9496,749965.018,544317.5052,536484.4405,319462.1976,897885.2771,686047.784,306849.0681,421321.2021,571272.3593,714517.5257,1039150.97,3065387.867,355101.4418,354928.9548,547258.7203,523530.0352,725871.0347,518094.641,260935.4476,337470.0242,661521.5676,647056.335,208856.2404,133742.3988,290635.7587,400014.1695,1112374.625
P35908,245930.2174,233494.8569,137102.4935,66143.51085,92471.04994,585578.32,102650.2924,158135.5575,205777.561,111220.2264,73109.33772,123145.8122,112128.0351,253085.7628,57652.88909,144026.465,212021.1132,93796.30778,109559.6727,732266.5364,223580.0595,416852.5526,228413.1496,184080.0846,394516.5986,131094.6376,153907.3535,218211.123,397111.9813,352526.0759,72911.67747,153383.0392,211530.414,54690.52445,93842.50032,135342.884,71742.69236,85353.84381
P26373,57895.91983,95155.6322,27164.71446,14923.5022,16434.42786,41397.15632,56147.29324,49155.17692,23787.87477,37470.17072,34119.05722,14132.47607,60849.62351,49093.47042,23422.70615,30078.2455,18663.7903,12042.35622,19470.48642,317583.2914,119595.4356,75154.36556,27657.18319,14298.32418,36084.95463,66044.4284,32755.40915,53264.79516,19109.8051,49692.61254,28367.87065,38690.16692,46296.30799,48824.04425,16604.50967,13915.70929,20298.13568,38296.19571
P60033,3442.331195,55725.3064,22152.28686,17935.75998,2325.213173,4243.241101,34974.85774,2417.457074,1761.321602,40303.89311,18288.78301,22850.65,26846.53504,40822.4586,17472.95924,4138.306439,16520.19599,8124.949483,18542.74013,56145.50018,36631.07168,101115.0837,43432.6035,14774.62532,9940.690782,14635.38672,26301.11126,31602.81545,12705.30153,17792.67189,5580.926511,5897.151043,11472.05042,17677.75746,4560.411542,38792.65468,7425.203693,15676.33685
O00515,20911.70096,12483.44742,7919.217692,5316.015008,12333.17673,9869.104043,6030.694417,10330.68791,11597.64962,29314.04287,10211.98551,12650.40469,11439.51457,14037.22321,5368.491143,25845.86246,12240.09671,7970.680664,11608.29151,64041.95662,4923.479335,110219.0027,22373.99013,3726.26852,36784.28693,1434.659232,18754.56176,7616.219263,88918.21996,26682.08974,4617.825828,455.8517194,10118.78025,15673.12857,1786.656544,22688.36786,297.1834434,16171.36049
P06133,55043.43396,506015.8233,132603.6514,96782.84473,19584.04294,23920.51893,554689.182,40463.56657,19977.55203,412363.6168,203895.9711,160527.0231,350164.4299,845228.7476,312623.1707,45841.60664,244272.926,91334.07511,104568.2374,353877.8201,983658.0807,328254.5968,753632.2604,102364.2941,56118.25253,112538.091,68158.39731,265292.9835,63094.7171,516236.0934,82083.92999,52472.14865,894323.0572,301824.7016,79579.81745,146603.8086,123712.9441,96130.03167
P13498,2865.553256,27295.84428,508.778964,1709.000089,0,1528.017642,9714.537925,593.997237,2342.749706,3975.744494,8398.783621,587.999071,0,1548.159498,0,1499.518215,0,0,0,116742.3579,3850.484541,96051.27576,9001.810901,4218.373199,68472.27502,814.7740631,0,2373.027267,49.32966965,0,2105.502222,2430.493934,0,371.1693727,1946.104706,515.4573066,0,521.0337662
Q6NUM9,4547.144539,60892.19317,21759.74874,10583.62495,1952.281637,2150.354842,43673.63171,4541.179627,2649.855033,26788.32236,22358.18401,14054.76633,13203.44152,49877.93106,18772.23332,3503.132569,15978.57089,7867.49146,14400.65907,105566.599,137660.1301,81479.70571,30513.20292,26083.34732,38372.10707,24303.52597,46804.17114,43094.36413,2423.113826,2636.661471,14253.34695,5776.831087,13305.33668,31830.42827,1132.171181,19258.7801,1938.450627,19017.67984
O95372,22252.20744,18190.99226,4738.383602,1984.719087,6569.863465,26760.75163,17372.813,38854.57557,24179.54333,44439.5594,14358.3178,20346.99397,18957.22503,20151.06986,8120.166101,27842.22352,23219.07621,7342.061076,13220.85686,10526.36056,29168.24117,73264.20291,76712.90953,4576.018783,9382.362973,29471.5587,21122.29039,19991.71329,12657.65252,14352.04351,4681.893862,17718.89062,27182.11885,10509.66595,3228.642669,8969.94447,13595.08984,14551.29403
Q8TD55,2263.372894,868.9165106,414.0484766,390.9799594,378.3982569,1359.532547,701.1954796,1491.065941,562.6156615,1314.891175,510.674672,88.28348539,1125.908035,1758.559084,541.7554519,1220.820072,10.17820251,938.4901481,748.0283444,2772.121379,132.3768894,3522.608782,1453.483791,809.0036536,517.9383315,3584.640132,1875.070489,2077.936192,211.0291277,123.1760598,540.0385101,1103.351275,606.6067606,1911.110877,536.5682356,1915.726068,890.1379304,1106.490039
P17735,1244.604492,6835.870135,331.3315393,1121.151656,1468.734348,661.5234811,4389.220416,3680.46383,2263.079151,10021.95979,1955.159945,4671.933651,2906.370247,1853.688943,1033.016995,1643.899691,6456.16901,1926.092217,6888.360341,8668.95955,8888.726925,11264.26391,4285.971851,2042.863427,4203.26485,2740.27614,2828.238584,4016.188007,2459.429107,23282.95396,2513.005899,1813.396219,1000.515513,917.7300898,1526.775156,1317.428289,1924.751067,3103.953164
Q96K17,90397.69776,38535.82693,8738.94674,12735.09104,21330.15167,33882.52822,28259.51742,60844.30472,31680.38558,38433.30273,26551.4289,19191.8021,50418.60485,24684.03092,9143.429437,52394.50564,16761.9824,13262.87699,23861.51163,100575.9535,32819.48777,138424.9946,84951.16887,34773.24228,55052.71833,67709.8992,63730.94827,36626.86115,13980.39308,86452.72798,46978.33275,83380.61985,53378.44896,30269.92112,6241.285128,23750.95328,36304.6699,671.6431742
P23588,23058.15983,8770.136447,6226.633768,2402.630164,13502.58777,15616.31636,4340.513075,12181.87127,9384.469743,13405.64961,5274.182424,6985.145879,7232.774906,8565.995142,4636.265166,16561.50357,7157.079785,6407.762304,8594.432637,9133.039918,18049.28193,31347.5442,15490.71549,6580.002875,6093.184216,9896.083864,6428.778548,5304.717515,20680.24741,28620.63572,11541.55847,8766.106018,7613.653734,9597.179836,5921.816357,9959.066563,14238.0639,9938.782288
P28676,6160.314722,3428.165026,248.9988342,1463.500396,1031.650258,7891.597085,3689.218084,3504.495782,1019.247579,4493.467484,703.9957347,251.911539,2400.175013,5256.251951,686.9400843,44.82693733,385.8744675,343.804346,4558.096511,7855.592702,4296.168156,1406.320038,2931.738895,248.9801478,268.8411602,2477.823853,1359.585327,1808.785583,25060.3815,3169.172847,927.4686851,556.1278839,3182.594484,4589.202036,1742.45087,5284.616109,664.9226793,5893.643382
Q8IVS2,2989.950414,2800.838898,1851.156975,1077.546638,972.2593932,916.5629272,0,2614.441196,328.7409515,3609.132141,2183.065683,0,2449.408062,2344.782745,636.3215069,1059.670609,1161.19191,1069.353235,2262.998383,4099.235831,12789.28144,91.07743337,968.8765564,1231.249378,1479.561719,7542.011143,298.5783253,2993.40155,538.3431224,629.729971,2584.771695,2912.824497,4325.482207,369.3699344,2303.501197,524.7026791,367.2620239,3364.09137
Q969X5,1244.545482,17327.07076,6316.229514,4019.980927,1922.503015,1008.366937,5475.32613,1140.251877,260.4623817,11896.25599,6143.989738,6155.506021,5663.303871,10950.22667,3041.20028,3198.127087,8022.252219,4801.185919,4791.945232,38089.06247,15729.27445,24535.09252,4043.44567,6933.479532,45112.9775,107.1979385,3695.94399,7940.61407,23952.55319,3100.465223,1893.726573,3479.281729,3018.655992,8704.476602,2081.042933,5069.542238,9071.448368,9076.812432
P09622,331189.8184,313612.2729,163044.9591,68823.28907,202174.441,303542.6378,222804.3269,328786.4076,251728.9135,602714.3279,216409.35,229904.4113,281831.1154,277783.0866,144635.9732,361799.8004,299892.5827,161294.4518,264556.5018,428355.8063,402552.5416,335469.6248,341048.3188,353881.318,454770.1577,200238.6112,182750.1438,174663.3541,98715.84055,208927.6325,201049.8649,196338.6173,351358.3209,146415.6403,273459.0447,121121.3088,216631.9871,541289.7063
P31512,385.7360382,3969.5853,595.063482,1253.470634,476.2479607,444.25405,4048.380591,415.6560745,0,9862.624593,1082.325652,4609.476471,5633.218204,2185.388792,1261.660097,562.9523371,608.8773201,2215.135222,3589.299744,2349.361572,9160.246293,0,9144.507414,1799.139067,23.7984932,2008.574805,3864.226295,3650.115368,0,442.9832965,783.5441901,1722.487865,2179.946678,1389.033826,57.84572601,323.9254951,3907.173444,460.5813354
P13647,2871.430096,4376.148321,4636.679746,1740.747106,2794.780878,5814.069939,2963.321717,3069.036134,2129.443366,3196.077685,2825.617275,1591.883422,1006.765133,4586.527313,753.0441067,5039.707433,5813.58094,1820.486934,1898.599796,19745.26427,4557.151686,6558.108376,4186.303572,4733.229363,7229.429323,2626.198537,2875.760326,3587.995903,6980.638141,6701.418695,1056.142062,4657.089911,2502.108225,1155.495743,1190.905039,4766.770651,2284.447978,1456.623341
Q9BW83,6127.336962,4863.09556,1415.768441,1314.763458,2108.267258,3919.516602,2675.202011,1912.846008,1227.826965,6096.608398,2035.177734,689.2145996,441.9187317,593.8785188,579.6139908,2283.505946,0,1725.543975,3138.593924,13124.10547,11453.9363,12239.17827,5382.940613,0,391.039444,2857.839874,4991.812218,3035.166727,11123.84643,16161.07321,555.282196,2747.547546,2135.475525,2634.356339,2088.751773,2376.210841,1415.321129,12197.54422
Q6P1A2,706.0768317,12399.2245,3826.063667,3770.110998,1136.440739,1148.356594,18203.69318,4120.75302,3823.053321,16573.56635,5894.367823,7238.914954,8864.104706,26412.20511,5496.323528,1375.121185,5832.683604,2739.40891,4740.031665,21176.33521,25202.12942,118540.1459,2291.832669,5728.722629,2651.476751,4949.446412,4631.212289,5805.207266,15729.9321,9992.933506,4202.677441,10670.45515,17414.33805,5925.134877,684.3772269,3678.850338,1000.37044,5880.184705
P16152,4896611.461,4533180.949,1672315.195,1032442.886,3533828.564,4227673.129,3118109.369,5571032.178,3730441.924,6615141.832,2497491.106,2810788.262,5300577.221,4656753.694,2612482.107,4097791.996,2657723.198,1667732.528,2418699.986,3518941.502,14103468.03,3296560.416,20865235.67,3644357.636,1435577.093,10163065.08,4058343.585,2170866.578,693020.3527,5438288.112,1148867.623,9830442.392,10196249.89,829683.4937,2559343.052,1369056.249,1783593.975,892658.6779
O14548,28866.47139,38742.91818,14417.17797,7806.503725,16693.99138,68985.63302,15406.90156,51960.0646,61571.21144,38946.44164,38189.01956,33661.35366,70747.11666,58484.33968,10100.82387,58137.30305,48643.75272,39025.62397,27060.28356,41450.21221,60286.46551,84984.38422,44480.24726,41999.59697,51991.50791,205248.0009,22510.37162,77166.57197,31599.00019,22085.67883,49087.92241,88573.59466,51803.3601,49449.46598,10308.116,12564.22246,19936.51241,56861.82035
Q16718,8005.048081,3723.550427,1309.113533,404.8831221,4500.911454,11045.05834,8439.57296,10370.38217,17127.28391,16946.11915,6554.780433,11313.06018,7331.776171,4159.89703,2919.817682,13824.70334,8730.560393,3906.518398,3817.819927,5387.361902,7946.575762,16500.01508,24137.89012,7746.770808,6739.086864,13430.46003,4310.180421,8147.23245,1233.830122,5714.094915,5439.576388,6776.022025,7748.585887,2051.273045,1520.492836,3460.70401,3374.047726,5027.546318
Q96SI9,10161.21724,5346.762946,794.1037123,701.187542,1087.379759,3458.31701,5280.326892,4470.295112,1140.189786,250.4453308,286.0544891,0,1997.14786,3531.553395,1713.083691,0,0,0,1342.866356,14478.88711,5497.792827,1238.513336,594.6301575,0,156.88615,3196.90314,712.5321522,2921.993423,1610.351509,1680.282485,1056.911892,1969.052375,1514.9226,2715.954117,707.3589478,1825.698769,0,4547.957006
O14832,117902.8974,116611.2676,85228.95955,37772.69133,73970.88755,84849.52662,88955.83794,84590.20045,52754.13129,189660.0405,86986.03561,66140.68206,75554.6616,135098.9773,49886.51218,114345.181,109074.5905,36001.16126,99466.18717,216431.931,175756.2576,172422.8356,242140.3745,90810.99055,103392.2176,68488.2888,78280.30943,83809.55397,102168.574,80500.35064,84335.34284,52797.80975,132422.4734,68359.52949,58140.11551,90781.79696,78513.35226,118855.6445
Q8WU39,13279.4006,1674.431627,898.878575,8658.976479,1180.228187,2511.473951,1088.779718,3749.912495,1910.18225,6374.827289,991.7358943,1121.61795,8891.372605,7163.246198,3920.604605,3619.057258,1668.004137,837.9195425,1113.295337,21631.97264,1931.28078,4664.517699,12882.29478,2318.613683,1163.691483,12157.09327,5189.284412,7053.11717,645.1997564,4807.899232,585.1054697,5197.439509,2094.361454,3495.215712,727.4075795,11011.44778,1264.193894,10250.15681
P13073,139812.7348,327959.6299,145892.2604,90848.92613,74347.79072,129357.1218,188165.5568,97802.41164,87962.21862,363238.9384,159205.7588,159024.9261,193839.289,223695.975,102518.7069,141016.4157,256622.7039,129654.6346,188001.5093,839078.2876,388955.9034,330301.821,300120.8869,133815.6343,478973.9995,275707.1254,117584.9098,221710.5192,127980.1615,145625.4716,130408.1013,200927.4283,101624.9292,169858.4845,79631.73141,109629.9738,97452.76407,339683.0624
Q63ZY3,3249.065862,3384.860194,4256.48345,1076.061398,331.4642413,1509.266528,2307.613699,962.9256745,810.94567,6144.222032,3764.91834,2283.026779,1091.964715,5077.451877,1316.287417,921.1346762,999.4611243,611.9714274,1336.138143,7649.982719,1645.290539,21067.35568,11244.17385,1880.86429,5130.252748,717.1387939,715.8043597,3597.822207,747.8158112,2581.866918,443.2697578,2175.66735,1664.652326,2021.067664,507.0926629,10134.07461,2318.827968,1243.622537
Q9Y6N1,1107.788109,1139.228345,84.20991403,0,377.0364388,1372.445293,772.3783877,1043.538315,1171.359321,1201.275696,527.982299,766.1993828,802.8654251,1128.6563,529.7980995,80.04246475,1145.532429,321.5716618,258.7619247,1320.186585,1589.196294,2138.893007,2833.491516,86.56402255,2063.426042,4686.966887,1315.63312,745.4685745,0,2775.158167,810.0155845,2437.302376,1429.096194,878.9592787,820.6899189,161.7161369,347.7248917,803.3029945
Q9BYT8,6859.160597,18503.47191,9260.386586,2858.525909,9665.291878,4104.034054,14745.46464,12899.56103,4179.954108,24906.43314,7277.883625,9927.674189,12750.64204,16509.02059,8025.158101,12758.01399,12218.87992,7168.668922,16567.6752,17220.18778,47223.90397,18215.06679,12291.63341,5245.518644,6517.145752,27162.84083,21724.47153,11861.59253,8399.754739,18049.75963,7056.165611,10946.35801,21782.10729,15273.86242,9488.41086,5891.254679,6245.475482,8162.968645
Q9ULZ3,27375.91222,13801.78309,9925.964167,10388.44757,8043.885188,13945.86575,12670.34828,20656.42042,9251.973672,24243.62713,7789.121818,20244.13887,27751.0504,27559.79859,10245.98385,13959.89977,14442.83721,6412.227172,10300.63302,36365.93983,23743.86658,29714.75067,17449.72886,14597.5095,9037.413369,64064.82494,13747.83716,10673.16983,35657.04149,14363.3632,7533.549933,10786.52131,32216.68744,10849.62179,12621.20083,22640.36593,9838.038862,26767.45321
Q9Y5Y2,62551.21524,65834.70255,42922.34302,16072.75455,42790.51229,64548.3421,47377.70818,104989.3776,79945.0004,116995.5898,58151.48711,79102.9352,94063.30613,79237.12207,29067.11978,76836.76864,55313.6789,32718.73621,44266.293,66708.03847,81162.63593,118097.3574,130375.8592,64871.01076,72365.52264,101843.2085,80652.35999,70457.28565,61715.61736,162957.1971,38956.4192,71865.92476,93625.87405,38289.41784,29884.26748,37516.87011,49370.35858,49642.26321
Q9NRN7,1196.619293,2109.952021,1077.907963,86.55930909,828.1416912,1858.567469,1015.982537,5104.159794,2941.065774,1946.688636,1697.324692,2423.723334,1514.922489,1575.681286,853.9559345,1162.429677,2575.957345,382.5547203,410.5478496,972.323341,802.3209974,5730.257276,11091.5556,253.6389652,1436.967367,4181.644279,818.7183296,4457.843106,2721.203332,2005.673056,966.0854463,2250.395896,2234.960968,1155.620662,1837.793168,850.2261775,838.1436509,1604.021902
Q9BV20,3543.895688,3264.986987,1476.02655,980.4811478,2433.681363,3425.998428,384.7246094,4023.46947,2142.846646,2798.867679,1044.33293,2396.77733,2843.785156,627.90361,747.0505142,373.7461853,1741.73262,965.4645377,1383.665863,3803.090467,5576.344644,5122.196075,4494.497673,1937.472591,1208.856798,1464.190583,3613.229788,2851.39978,340.2265549,586.9061584,542.0039593,2984.550596,988.5858765,805.0606066,301.4289589,1806.049321,1264.681081,1276.570664
P08237,1625.170819,16.19347826,251.0919117,304.8269387,994.5751827,881.4744932,1536.984143,660.8755049,802.9559204,1869.100568,576.4131982,361.0127057,1385.727666,3005.6424,504.4152875,1764.762075,2891.762781,1080.748829,834.1171853,2239.439974,442.0895638,5230.408536,447.3157786,67.97734449,7523.576275,692.7539675,209.7163212,245.5342352,868.6815548,525.5516516,1416.697968,7.594448994,356.7196857,214.0167347,498.4273734,2391.917911,22.93408713,49744.79275
Q05682,1370456.016,691970.8023,478809.8902,237509.5401,404409.7555,898110.3043,395486.3385,1212827.922,462621.9033,1000610.415,576617.6395,294930.0108,449819.3141,1055799.364,279714.9672,584691.9577,411039.2042,180466.0893,526455.1248,1642544.33,500641.77,1704873.925,1247665.81,551887.7788,657305.901,271997.4092,411340.2712,457976.354,264331.5157,209605.0709,226346.8064,334798.5044,747148.8763,454856.9463,121625.3114,2093866.219,837378.8384,396729.2919
P50897,17116.79145,23044.7784,5592.505495,4417.466758,8565.494867,14387.97644,19611.66849,36089.63964,13461.53538,57197.66252,17360.92568,18560.16461,15444.87274,29739.77314,4666.618301,23251.69343,23657.57355,7302.203721,24398.69432,18718.35639,33555.67878,28365.39384,19615.51065,26439.51205,23730.66569,10239.75342,8161.930056,12684.57355,9618.652252,42100.57093,10310.33594,46842.80504,25562.41268,5045.861175,7825.612347,13811.35177,8911.415978,11814.72563
P00533,5398.894792,11574.54575,6491.67308,5592.76604,2370.917105,3980.15838,13944.81066,9707.994515,5626.398707,41781.37606,12432.65851,19355.26435,15937.51958,22789.35876,6470.978809,9105.667936,13896.19892,7706.484532,11395.44783,16537.49806,9860.76802,80328.40919,61259.37812,14153.45697,27693.65821,11397.43288,8836.405377,28004.6525,2031.480045,36280.8856,18090.50903,4859.491189,15943.02583,17814.17134,672.4365968,7344.738662,16151.82612,8061.921616
Q9Y547,7612.31653,5275.767214,1941.75764,1096.394437,2873.354091,6398.090516,2035.861077,5046.307877,4866.686205,6145.602283,1068.663421,3250.565797,4835.776799,3364.097685,2130.54958,2914.10823,1795.493068,979.7382317,1831.439355,4914.60343,9017.239769,13440.24781,15655.85638,1438.275772,766.1048732,6798.767384,3927.476856,3099.968606,4757.84342,11090.96227,778.0908254,6268.274852,3169.346056,2179.390648,2325.400203,1163.554534,3497.276743,9990.049986
P28289,22940.95883,4138.182333,3324.23787,2680.219654,3216.087943,7975.845754,4855.0747,28094.95095,10588.98478,31476.18632,11467.52746,2010.302788,17010.58556,18526.28494,5034.71169,9310.290859,8792.249986,4134.226756,16753.30994,4767.029324,5128.030801,12865.27234,63970.33861,17515.40069,10242.49612,5113.597414,3154.372844,7010.007244,1758.468317,24072.89426,660.402019,24247.88512,13748.74173,1090.764656,994.804501,26723.51993,29570.28303,17571.8864
